51,6,-528,38,3000,1036,1,-1,-1,-1
52,6,-514,33,2974,1041,1,-1,-1,-1
53,6,-455,60,2856,1014,1,-1,-1,-1
54,6,-416,73,2775,1002,1,-1,-1,-1
55,6,-376,85,2698,992,1,-1,-1,-1
56,6,-349,91,2638,988,1,-1,-1,-1
57,6,-376,73,2691,1007,1,-1,-1,-1
58,6,-404,54,2745,1027,1,-1,-1,-1
59,6,-431,35,2798,1047,1,-1,-1,-1
60,6,-459,16,2852,1067,1,-1,-1,-1
61,6,-486,-2,2905,1087,1,-1,-1,-1
62,6,-514,-20,2958,1106,1,-1,-1,-1
63,6,-541,-39,3011,1126,1,-1,-1,-1
64,6,-569,-58,3065,1146,1,-1,-1,-1
65,6,-596,-77,3118,1166,1,-1,-1,-1
66,6,-624,-96,3172,1186,1,-1,-1,-1
67,6,-651,-115,3225,1206,1,-1,-1,-1
68,6,-679,-133,3278,1226,1,-1,-1,-1
69,6,-706,-152,3331,1246,1,-1,-1,-1
70,6,-734,-171,3385,1266,1,-1,-1,-1
71,6,-761,-190,3438,1286,1,-1,-1,-1
72,6,-789,-209,3492,1306,1,-1,-1,-1
73,6,-816,-228,3545,1326,1,-1,-1,-1
74,6,-844,-246,3598,1345,1,-1,-1,-1
75,6,-871,-265,3651,1366,1,-1,-1,-1
76,6,-899,-284,3705,1386,1,-1,-1,-1
77,6,-926,-303,3758,1406,1,-1,-1,-1
77,9,28,72,1892,1000,1,-1,-1,-1
78,6,-954,-322,3812,1426,1,-1,-1,-1
78,9,24,68,1892,999,1,-1,-1,-1
79,6,-981,-340,3865,1445,1,-1,-1,-1
79,9,24,68,1889,998,1,-1,-1,-1
80,6,-1009,-359,3919,1465,1,-1,-1,-1
80,9,21,68,1890,997,1,-1,-1,-1
81,6,-1036,-378,3971,1485,1,-1,-1,-1
81,9,29,77,1879,991,1,-1,-1,-1
82,6,-1064,-397,4025,1506,1,-1,-1,-1
82,9,26,78,1876,988,1,-1,-1,-1
83,6,-1092,-416,4079,1526,1,-1,-1,-1
83,9,20,73,1888,993,1,-1,-1,-1
84,6,-1119,-435,4132,1546,1,-1,-1,-1
84,9,20,73,1886,992,1,-1,-1,-1
85,6,-1147,-453,4186,1565,1,-1,-1,-1
85,9,22,75,1885,991,1,-1,-1,-1
86,6,-1174,-472,4239,1585,1,-1,-1,-1
86,9,22,77,1885,989,1,-1,-1,-1
87,6,-1202,-491,4292,1605,1,-1,-1,-1
87,9,23,77,1886,989,1,-1,-1,-1
88,6,-1229,-510,4345,1625,1,-1,-1,-1
88,9,26,81,1879,984,1,-1,-1,-1
89,6,-1257,-529,4399,1646,1,-1,-1,-1
89,9,29,85,1875,980,1,-1,-1,-1
90,6,-1284,-547,4452,1665,1,-1,-1,-1
90,9,34,93,1869,976,1,-1,-1,-1
91,6,-1312,-566,4506,1685,1,-1,-1,-1
91,9,28,89,1878,980,1,-1,-1,-1
92,6,-1339,-585,4559,1705,1,-1,-1,-1
92,9,29,92,1881,980,1,-1,-1,-1
93,6,-1367,-604,4612,1725,1,-1,-1,-1
93,9,23,86,1893,986,1,-1,-1,-1
94,6,-1394,-623,4665,1745,1,-1,-1,-1
94,9,23,86,1893,986,1,-1,-1,-1
95,6,-1422,-642,4719,1765,1,-1,-1,-1
95,9,26,88,1890,985,1,-1,-1,-1
96,6,-1449,-660,4772,1785,1,-1,-1,-1
96,9,28,93,1883,980,1,-1,-1,-1
97,6,-1477,-679,4826,1805,1,-1,-1,-1
97,9,34,106,1859,963,1,-1,-1,-1
98,6,-1504,-698,4879,1825,1,-1,-1,-1
98,9,30,98,1875,971,1,-1,-1,-1
99,6,-1532,-717,4932,1845,1,-1,-1,-1
99,9,31,100,1872,969,1,-1,-1,-1
100,6,-1559,-736,4985,1865,1,-1,-1,-1
100,9,22,91,1887,977,1,-1,-1,-1
101,6,-1587,-754,5039,1884,1,-1,-1,-1
101,9,21,90,1890,978,1,-1,-1,-1
102,6,-1614,-773,5092,1904,1,-1,-1,-1
102,9,22,90,1889,977,1,-1,-1,-1
103,6,-1642,-792,5146,1925,1,-1,-1,-1
103,9,22,91,1888,976,1,-1,-1,-1
104,6,-1669,-811,5199,1945,1,-1,-1,-1
104,9,28,92,1890,978,1,-1,-1,-1
105,6,-1697,-830,5252,1965,1,-1,-1,-1
105,9,26,90,1893,981,1,-1,-1,-1
106,6,-1724,-849,5305,1985,1,-1,-1,-1
106,9,22,90,1897,982,1,-1,-1,-1
107,6,-1752,-867,5359,2004,1,-1,-1,-1
107,9,22,90,1897,982,1,-1,-1,-1
108,6,-1779,-886,5412,2024,1,-1,-1,-1
108,9,22,90,1897,983,1,-1,-1,-1
109,6,-1807,-905,5466,2044,1,-1,-1,-1
109,9,22,90,1898,983,1,-1,-1,-1
110,6,-1834,-924,5519,2065,1,-1,-1,-1
110,9,22,90,1898,983,1,-1,-1,-1
111,6,-1862,-943,5573,2085,1,-1,-1,-1
111,9,22,90,1899,984,1,-1,-1,-1
112,6,-1889,-962,5625,2105,1,-1,-1,-1
112,9,23,92,1886,976,1,-1,-1,-1
113,6,-1917,-980,5679,2124,1,-1,-1,-1
113,9,22,91,1883,973,1,-1,-1,-1
114,6,-1944,-999,5732,2144,1,-1,-1,-1
114,9,17,85,1901,984,1,-1,-1,-1
115,6,-1972,-1018,5786,2164,1,-1,-1,-1
115,9,16,84,1902,986,1,-1,-1,-1
116,6,-1999,-1037,5839,2184,1,-1,-1,-1
116,9,15,84,1904,986,1,-1,-1,-1
117,6,-2027,-1056,5893,2205,1,-1,-1,-1
117,9,15,83,1905,987,1,-1,-1,-1
118,6,-2054,-1074,5945,2224,1,-1,-1,-1
118,9,14,82,1906,988,1,-1,-1,-1
119,6,-2082,-1093,5999,2244,1,-1,-1,-1
119,9,13,82,1908,988,1,-1,-1,-1
120,6,-2109,-1112,6052,2264,1,-1,-1,-1
120,9,13,81,1909,989,1,-1,-1,-1
121,6,-2137,-1131,6106,2284,1,-1,-1,-1
121,9,12,80,1910,990,1,-1,-1,-1
122,6,-2164,-1150,6159,2304,1,-1,-1,-1
122,9,11,80,1912,990,1,-1,-1,-1
123,6,-2192,-1169,6213,2324,1,-1,-1,-1
123,9,10,79,1913,991,1,-1,-1,-1
124,6,-2219,-1187,6265,2344,1,-1,-1,-1
124,9,10,79,1914,991,1,-1,-1,-1
125,6,-2247,-1206,6319,2364,1,-1,-1,-1
125,9,9,78,1916,992,1,-1,-1,-1
126,6,-2274,-1225,6372,2384,1,-1,-1,-1
126,9,-5,63,1926,1001,1,-1,-1,-1
127,9,-7,61,1929,1002,1,-1,-1,-1
128,9,-8,58,1929,1005,1,-1,-1,-1
129,9,-10,56,1932,1007,1,-1,-1,-1
130,9,-12,54,1935,1009,1,-1,-1,-1
131,9,-14,53,1938,1009,1,-1,-1,-1
132,9,-16,51,1940,1011,1,-1,-1,-1
133,9,-18,49,1943,1013,1,-1,-1,-1
134,9,-20,48,1946,1013,1,-1,-1,-1
135,9,-23,46,1949,1015,1,-1,-1,-1
136,9,-25,44,1952,1017,1,-1,-1,-1
137,9,-27,42,1955,1018,1,-1,-1,-1
138,9,-29,41,1957,1019,1,-1,-1,-1
139,9,-31,39,1960,1021,1,-1,-1,-1
140,9,-33,37,1963,1023,1,-1,-1,-1
141,9,-35,35,1965,1024,1,-1,-1,-1
142,9,-37,34,1968,1025,1,-1,-1,-1
143,9,-39,32,1971,1027,1,-1,-1,-1
144,9,-41,30,1973,1028,1,-1,-1,-1
145,9,-43,28,1976,1030,1,-1,-1,-1
146,9,-45,27,1979,1031,1,-1,-1,-1
147,9,-47,25,1982,1032,1,-1,-1,-1
148,9,-49,23,1984,1034,1,-1,-1,-1
149,9,-51,21,1987,1036,1,-1,-1,-1
150,9,-53,20,1990,1036,1,-1,-1,-1
151,9,-55,18,1992,1038,1,-1,-1,-1
152,9,-57,16,1995,1040,1,-1,-1,-1
153,9,-59,14,1998,1041,1,-1,-1,-1
154,9,-61,13,2000,1042,1,-1,-1,-1
155,9,-63,11,2003,1044,1,-1,-1,-1
156,9,-65,9,2006,1045,1,-1,-1,-1
157,9,-67,8,2008,1046,1,-1,-1,-1
158,9,-69,6,2011,1048,1,-1,-1,-1
159,9,-71,4,2014,1049,1,-1,-1,-1
160,9,-73,2,2016,1051,1,-1,-1,-1
161,9,-75,1,2019,1052,1,-1,-1,-1
162,9,-77,0,2022,1052,1,-1,-1,-1
163,9,-79,-2,2025,1054,1,-1,-1,-1
164,9,-81,-4,2027,1056,1,-1,-1,-1
165,9,-83,-5,2030,1056,1,-1,-1,-1
166,9,-85,-7,2033,1058,1,-1,-1,-1
167,9,-88,-9,2036,1060,1,-1,-1,-1
168,9,-90,-11,2039,1061,1,-1,-1,-1
169,9,-92,-12,2042,1062,1,-1,-1,-1
170,9,-94,-14,2044,1064,1,-1,-1,-1
171,9,-96,-16,2047,1065,1,-1,-1,-1
172,9,-98,-18,2050,1067,1,-1,-1,-1
173,9,-100,-19,2052,1068,1,-1,-1,-1
174,9,-102,-21,2055,1070,1,-1,-1,-1
175,9,-104,-23,2058,1071,1,-1,-1,-1
176,9,-106,-25,2060,1073,1,-1,-1,-1
177,9,-108,-26,2063,1074,1,-1,-1,-1
178,9,-110,-28,2066,1075,1,-1,-1,-1
179,9,-112,-30,2069,1077,1,-1,-1,-1
180,9,-114,-31,2071,1078,1,-1,-1,-1
181,9,-116,-33,2074,1079,1,-1,-1,-1
182,9,-118,-35,2077,1081,1,-1,-1,-1
183,9,-120,-37,2079,1083,1,-1,-1,-1
184,9,-122,-38,2082,1083,1,-1,-1,-1
185,9,-124,-40,2085,1085,1,-1,-1,-1
186,9,-126,-42,2087,1087,1,-1,-1,-1
187,9,-128,-44,2090,1088,1,-1,-1,-1
188,9,-130,-45,2093,1089,1,-1,-1,-1
189,9,-132,-47,2095,1091,1,-1,-1,-1
190,9,-134,-49,2098,1092,1,-1,-1,-1
191,9,-136,-51,2101,1094,1,-1,-1,-1
192,9,-138,-52,2103,1095,1,-1,-1,-1
193,9,-140,-54,2106,1096,1,-1,-1,-1
194,9,-142,-56,2109,1098,1,-1,-1,-1
195,9,-144,-58,2112,1100,1,-1,-1,-1
196,9,-146,-59,2114,1100,1,-1,-1,-1
197,9,-148,-61,2117,1102,1,-1,-1,-1
198,9,-151,-63,2121,1104,1,-1,-1,-1
304,11,894,103,119,62,1,-1,-1,-1
305,11,898,103,117,61,1,-1,-1,-1
306,11,895,103,118,61,1,-1,-1,-1
307,11,898,104,116,60,1,-1,-1,-1
308,11,900,104,115,59,1,-1,-1,-1
309,11,903,104,113,59,1,-1,-1,-1
310,11,897,96,123,65,1,-1,-1,-1
311,11,898,93,128,67,1,-1,-1,-1
312,11,901,92,123,65,1,-1,-1,-1
313,11,903,90,124,65,1,-1,-1,-1
314,11,905,89,123,65,1,-1,-1,-1
315,11,906,87,123,64,1,-1,-1,-1
316,11,908,85,122,65,1,-1,-1,-1
317,11,911,88,120,64,1,-1,-1,-1
318,11,908,87,124,65,1,-1,-1,-1
319,11,896,86,123,65,1,-1,-1,-1
320,11,896,85,123,66,1,-1,-1,-1
321,11,896,84,123,66,1,-1,-1,-1
322,11,895,83,124,66,1,-1,-1,-1
323,11,895,82,124,66,1,-1,-1,-1
324,11,895,82,124,65,1,-1,-1,-1
325,11,894,81,125,66,1,-1,-1,-1
326,11,894,80,125,66,1,-1,-1,-1
327,11,894,79,125,66,1,-1,-1,-1
328,11,893,78,126,66,1,-1,-1,-1
329,11,893,77,126,67,1,-1,-1,-1
330,11,892,76,127,67,1,-1,-1,-1
331,11,892,75,127,67,1,-1,-1,-1
332,11,892,74,127,67,1,-1,-1,-1
333,11,891,73,128,67,1,-1,-1,-1
334,11,891,72,128,68,1,-1,-1,-1
335,11,891,71,128,68,1,-1,-1,-1
336,11,890,70,129,68,1,-1,-1,-1
337,11,890,69,128,68,1,-1,-1,-1
338,11,890,68,128,68,1,-1,-1,-1
339,11,889,67,129,69,1,-1,-1,-1
340,11,889,66,129,69,1,-1,-1,-1
341,11,888,65,130,69,1,-1,-1,-1
342,11,888,64,130,69,1,-1,-1,-1
343,11,888,64,130,69,1,-1,-1,-1
344,11,887,63,131,69,1,-1,-1,-1
345,11,887,62,131,69,1,-1,-1,-1
346,11,887,61,131,69,1,-1,-1,-1
347,11,886,60,132,69,1,-1,-1,-1
348,11,886,59,132,70,1,-1,-1,-1
349,11,886,58,132,70,1,-1,-1,-1
350,11,885,57,133,70,1,-1,-1,-1
351,11,885,56,133,70,1,-1,-1,-1
352,11,884,55,134,70,1,-1,-1,-1
353,11,884,54,134,71,1,-1,-1,-1
354,11,884,53,134,71,1,-1,-1,-1
355,11,883,52,134,71,1,-1,-1,-1
356,11,883,51,134,71,1,-1,-1,-1
357,11,883,50,134,72,1,-1,-1,-1
358,11,882,49,135,72,1,-1,-1,-1
359,11,882,48,135,72,1,-1,-1,-1
360,11,882,47,135,72,1,-1,-1,-1
361,11,881,46,136,72,1,-1,-1,-1
362,11,881,46,136,72,1,-1,-1,-1
363,11,881,45,136,72,1,-1,-1,-1
364,11,880,44,137,72,1,-1,-1,-1
365,11,880,43,137,72,1,-1,-1,-1
366,11,879,42,138,72,1,-1,-1,-1
367,11,879,41,138,73,1,-1,-1,-1
368,11,879,40,138,73,1,-1,-1,-1
369,11,878,39,139,73,1,-1,-1,-1
370,11,878,38,139,73,1,-1,-1,-1
371,11,878,37,139,74,1,-1,-1,-1
372,11,877,36,140,74,1,-1,-1,-1
373,11,877,35,139,74,1,-1,-1,-1
374,11,877,34,139,74,1,-1,-1,-1
375,11,876,33,140,74,1,-1,-1,-1
376,11,876,32,140,75,1,-1,-1,-1
377,11,875,31,141,75,1,-1,-1,-1
378,11,875,30,141,75,1,-1,-1,-1
379,11,875,29,141,75,1,-1,-1,-1
380,11,874,28,142,76,1,-1,-1,-1
381,11,874,28,142,75,1,-1,-1,-1
382,11,874,27,142,75,1,-1,-1,-1
